,city,geo_lat,geo_lon,region,region_iso_code,federal_district,capital_marker,okato,oktmo,kladr_id,fias_id,unparsed_parts,query_city,query_region
280,Мураши,59.3955383,48.9638417,Кировская,RU-KIR,Приволжский,1,33224501000,33624101001,4301900100000,20b2bc28-9404-4c1d-9e50-783338c1ea3c,,Мураши,Кировская область
281,Нолинск,57.5597284,49.93575,Кировская,RU-KIR,Приволжский,1,33227501000,33627101001,4302200100000,03e15a08-649a-44f9-93fb-0be35ce2fb5f,,Нолинск,Кировская область
282,Омутнинск,58.6698913,52.1894564,Кировская,RU-KIR,Приволжский,1,33228501000,33628101001,4302300100000,9039bbb5-93a8-4172-b97c-af2b9abbb614,,Омутнинск,Кировская область
283,Орлов,58.5389776,48.8927723,Кировская,RU-KIR,Приволжский,1,33245501000,33645101001,4302600100000,0302ec51-eea9-4343-9248-ce4878ca465e,,Орлов,Кировская область
284,Слободской,58.7311574,50.1669249,Кировская,RU-KIR,Приволжский,1,33413000000,33713000001,4303100100000,8effba3d-4f82-45f6-938a-f1eac4405623,,Слободской,Кировская область
285,Советск,57.584196,48.9590272,Кировская,RU-KIR,Приволжский,1,33236501000,33636101001,4303200100000,2fa0734f-2b29-49d5-862f-29f15d88a402,,Советск,Кировская область
286,Сосновка,56.2532741,51.2833642,Кировская,RU-KIR,Приволжский,0,33210504000,33610104001,4300800200000,9e9afbb6-8de5-4765-a69f-2c4dfa498006,,Сосновка,Кировская область
287,Уржум,57.1097477,50.0058097,Кировская,RU-KIR,Приволжский,1,33241501000,33641101001,4303600100000,759037c3-6408-4466-afe4-b10adc4edff4,,Уржум,Кировская область
288,Яранск,57.3040326,47.8478737,Кировская,RU-KIR,Приволжский,1,33250501000,33650101001,4304000100000,af4098b9-6200-450a-999f-6e732cbdbac3,,Яранск,Кировская область
289,Буй,58.4733277,41.5306822,Костромская,RU-KOS,Центральный,1,34405000000,34705000001,4400300100000,9180ffd0-7f8d-4fdb-a284-583f27e378eb,,Буй,Костромская область
290,Волгореченск,57.4424559,41.1594201,Костромская,RU-KOS,Центральный,0,34406000000,34706000001,4400000200000,40eb94b1-c51e-455c-92af-7dafaaa92caa,,Волгореченск,Костромская область
291,Галич,58.3828191,42.3654013,Костромская,RU-KOS,Центральный,1,34408000000,34708000001,4400500100000,f2bc7c4a-cf05-48da-aed1-9abd3c57925b,,Галич,Костромская область
292,Кологрив,58.8269323,44.3184927,Костромская,RU-KOS,Центральный,1,34212501000,34612101001,4400700100000,2382db41-3085-4e55-a612-d597535ae960,,Кологрив,Костромская область
293,Кострома,57.768,40.927,Костромская,RU-KOS,Центральный,2,34401000000,34701000001,4400000300000,14c73394-b886-40a9-9e5c-547cfd4d6aad,,Кострома,Костромская область
294,Макарьев,57.8807152,43.8014197,Костромская,RU-KOS,Центральный,1,34218501000,34618101001,4400900100000,dda6ff96-ff7e-4ea0-a9eb-6bfefe3b1ec8,,Макарьев,Костромская область
295,Мантурово,58.3265441,44.757494,Костромская,RU-KOS,Центральный,1,34414000000,34714000001,4401000100000,b045e8f1-b705-4211-862a-101df62b4feb,,Мантурово,Костромская область
296,Нерехта,57.4543369,40.5723598,Костромская,RU-KOS,Центральный,1,34420000000,34626101001,4401300100000,d8fcde72-38b9-4032-9670-fa496983e62f,,Нерехта,Костромская область
297,Нея,58.2943349,43.8780948,Костромская,RU-KOS,Центральный,1,34422000000,34624101,4401200100000,39d5f8b9-551c-42ee-8fbc-d44ceb427b47,,Нея,Костромская область
298,Солигалич,59.0784867,42.2878423,Костромская,RU-KOS,Центральный,1,34240501000,34640101001,4402000100000,35df6629-3c19-4285-8a6c-559750ec36ae,,Солигалич,Костромская область
299,Чухлома,58.753421,42.6884958,Костромская,RU-KOS,Центральный,1,34246501000,34646101001,4402300100000,fbadac52-08d8-46f2-b2c6-d272b79f36c1,,Чухлома,Костромская область
300,Шарья,58.3760542,45.4062414,Костромская,RU-KOS,Центральный,1,34430000000,34730000001,4402400100000,c78b9b9e-ace7-46d0-9f6f-c259d7f65e4f,,Шарья,Костромская область
301,Абинск,44.8679655,38.1618157,Краснодарский,RU-KDA,Южный,1,03201501000,03601101001,2300200100000,ecd4abbc-79eb-4dd9-b02d-b10760fbc4ff,,Абинск,Краснодарский край
302,Анапа,44.8950433,37.3163282,Краснодарский,RU-KDA,Южный,1,03403000000,03703000001,2300300100000,eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed,,Анапа,Краснодарский край
303,Апшеронск,44.4584006,39.7299824,Краснодарский,RU-KDA,Южный,1,03205501000,03605101001,2300400100000,7b9a7eb9-0d6d-4135-ad1c-3c059db9f386,,Апшеронск,Краснодарский край
304,Армавир,45.0012149,41.1324168,Краснодарский,RU-KDA,Южный,0,03405000000,03705000001,2300000200000,fc9c55d0-c66e-455e-8034-b0944b025c38,,Армавир,Краснодарский край
305,Белореченск,44.7651876,39.8781494,Краснодарский,RU-KDA,Южный,1,03406000000,03608101001,2300600100000,ce9dccce-d0a3-49c4-a934-3f8de7fbed2a,,Белореченск,Краснодарский край
306,Геленджик,44.5630007,38.0790852,Краснодарский,RU-KDA,Южный,0,03408000000,03708000001,2300000300000,e157b9c0-f908-48bc-a1d7-39c482a501a5,,Геленджик,Краснодарский край
307,Горячий Ключ,44.6344864,39.1354738,Краснодарский,RU-KDA,Южный,0,03409000000,03709000001,2300000400000,298ebb96-d9c3-4809-b466-386c778234a5,,Горячий Ключ,Краснодарский край
308,Гулькевичи,45.3605121,40.6918389,Краснодарский,RU-KDA,Южный,1,03213501000,03613101001,2300900100000,3039644e-5690-43b6-abbc-2d190f6dcecf,,Гулькевичи,Краснодарский край
309,Ейск,46.71157,38.2763895,Краснодарский,RU-KDA,Южный,1,03411000000,03616101001,2301100100000,d22840fe-89f7-4f1a-8591-c51b87a7aec2,,Ейск,Краснодарский край
310,Кореновск,45.4641703,39.458949,Краснодарский,RU-KDA,Южный,1,03221501000,03621101001,2301500100000,76e1af12-0fae-42b0-8771-02191d803ad0,,Кореновск,Краснодарский край
311,Краснодар,45.0401604,38.9759647,Краснодарский,RU-KDA,Южный,2,03401000000,03701000001,2300000100000,7dfa745e-aa19-4688-b121-b655c11e482f,,Краснодар,Краснодарский край
312,Кропоткин,45.4333007,40.5727951,Краснодарский,RU-KDA,Южный,0,03414000000,03618101001,2301200100000,a4f6512e-2ee9-4250-b241-b58504a886b4,,Кропоткин,Краснодарский край
313,Крымск,44.9344404,37.9855795,Краснодарский,RU-KDA,Южный,1,03415000000,03625101001,2301800100000,ae6c6804-3c18-4337-bb6e-7479a8cb64f6,,Крымск,Краснодарский край
314,Курганинск,44.8877025,40.5913245,Краснодарский,RU-KDA,Южный,1,03227501000,03627101001,2301900100000,2c58f372-aac8-4645-b41a-f39bdffef373,,Курганинск,Краснодарский край
315,Лабинск,44.6354363,40.7245341,Краснодарский,RU-KDA,Южный,1,03417000000,03630101001,2302100100000,0ec1acd4-d7bb-49f7-87c2-d66edb24f587,,Лабинск,Краснодарский край
316,Новокубанск,45.1038699,41.0475175,Краснодарский,RU-KDA,Южный,1,03234501000,03634101001,2302400100000,38dd5f45-0a56-4554-93d8-3edfcdf000dd,,Новокубанск,Краснодарский край
317,Новороссийск,44.7235026,37.7686135,Краснодарский,RU-KDA,Южный,0,03420000000,03720000001,2300000600000,16ac039a-5257-4715-a8c5-d6bd9e617b53,,Новороссийск,Краснодарский край
318,Приморско-Ахтарск,46.0515432,38.1704875,Краснодарский,RU-KDA,Южный,1,03241501000,03641101001,2302800100000,d9efcf77-c371-434d-a41e-f20e3b4c83c0,,Приморско-Ахтарск,Краснодарский край
319,Славянск-на-Кубани,45.2603626,38.1259774,Краснодарский,RU-KDA,Южный,1,03423000000,03645101001,2303000100000,06e2b3b8-c02c-4722-887f-168236ae5382,,Славянск-на-Кубани,Краснодарский край
320,Сочи,43.5854551,39.7231548,Краснодарский,RU-KDA,Южный,0,03426000000,03726000001,2300000700000,79da737a-603b-4c19-9b54-9114c96fb912,,Сочи,Краснодарский край
321,Темрюк,45.2610949,37.4454412,Краснодарский,RU-KDA,Южный,1,03251501000,03651101001,2303300100000,3d6724a2-9641-44e6-bc69-097d93c01cb9,,Темрюк,Краснодарский край
322,Тимашевск,45.615923,38.9351837,Краснодарский,RU-KDA,Южный,1,03253501000,03653101001,2303400100000,f09d518d-5617-476f-8c76-877899375202,,Тимашевск,Краснодарский край
323,Тихорецк,45.8546345,40.1260267,Краснодарский,RU-KDA,Южный,1,03429000000,03654101001,2303500100000,1d3511c8-b1dc-49c5-b5fb-3533ed4ce3c4,,Тихорецк,Краснодарский край
324,Туапсе,44.1105335,39.0824904,Краснодарский,RU-KDA,Южный,1,03432000000,03655101001,2303600100000,d0e68eaf-5ea0-4e65-81b6-b6f55c4df6f5,,Туапсе,Краснодарский край
325,Усть-Лабинск,45.2227359,39.6929577,Краснодарский,RU-KDA,Южный,1,03257501000,03657101001,2303800100000,f5743b34-7858-46b4-99ca-050a4efa356d,,Усть-Лабинск,Краснодарский край
326,Хадыженск,44.4122963,39.5320258,Краснодарский,RU-KDA,Южный,0,03205509000,03605109001,2300400200000,e27ea530-bc56-43b3-8ff7-24db68ae2760,,Хадыженск,Краснодарский край
327,Артемовск,54.3473075,93.4358377,Красноярский,RU-KYA,Сибирский,0,04230502000,04630102,2402400200000,d0d7a2fa-5bdc-4944-8047-75e80e4e883c,,Артемовск,Красноярский край
328,Ачинск,56.253907,90.4794397,Красноярский,RU-KYA,Сибирский,0,04403000000,04703000001,2400001200000,c3689d32-dea5-49c8-b69b-b8d2daa1d36b,,Ачинск,Красноярский край
329,Боготол,56.2098468,89.5299336,Красноярский,RU-KYA,Сибирский,0,04406000000,04706000001,2400001300000,cb56cf76-4a34-428d-8244-a802414d5fac,,Боготол,Красноярский край
330,Бородино,55.9054121,94.9020967,Красноярский,RU-KYA,Сибирский,0,04407000000,04707000001,2400000200000,78d7587f-ef26-48dc-81c6-d3ff445c9c8b,,Бородино,Красноярский край
331,Дивногорск,55.9576784,92.3800687,Красноярский,RU-KYA,Сибирский,0,04409000000,04709000001,2400000300000,76cc6918-6b7c-42b4-80da-4635d97d0da1,,Дивногорск,Красноярский край
332,Дудинка,69.4031364,86.1907218,Красноярский,RU-KYA,Сибирский,1,04253501000,04653101001,2404800100000,80b72eaa-bcf7-4759-b291-09ee5e8b3377,,Дудинка,Красноярский край
333,Енисейск,58.4485261,92.1651083,Красноярский,RU-KYA,Сибирский,0,04412000000,04712000001,2400001400000,6eb21d40-5098-49bc-8b08-ac1a2805d22b,,Енисейск,Красноярский край
334,Железногорск,56.2529035,93.532273,Красноярский,RU-KYA,Сибирский,0,04535000000,04735000001,2400000400000,e532b3c3-d300-4585-ada6-40e7900c2abf,,Железногорск,Красноярский край
335,Заозерный,55.9617752,94.7091491,Красноярский,RU-KYA,Сибирский,0,04247501000,04647101001,2403301500000,1f8ea2c9-d6f7-4c30-b76d-2aa81640732e,,Заозерный,Красноярский край
336,Зеленогорск,56.1131564,94.5888103,Красноярский,RU-KYA,Сибирский,0,04537000000,04737000001,2400000500000,38f208d6-6f29-4d30-b826-b42e8beecc67,,Зеленогорск,Красноярский край
337,Игарка,67.4666901,86.5812794,Красноярский,RU-KYA,Сибирский,0,04254501000,04654117001,2403801700000,59a84d36-af93-4e61-aac4-999431645666,,Игарка,Красноярский край
338,Иланский,56.2374037,96.067267,Красноярский,RU-KYA,Сибирский,1,04218501000,04618101001,2401600100000,8fa29485-6bce-450c-8c5c-26b8ab682bde,,Иланский,Красноярский край
339,Канск,56.2051282,95.7051096,Красноярский,RU-KYA,Сибирский,0,04420000000,04720000001,2400001600000,75917770-c4cb-44d8-afcc-8a6d395c3bc2,,Канск,Красноярский край
340,Кодинск,58.6032644,99.1797962,Красноярский,RU-KYA,Сибирский,1,04224501000,04624101001,2402100100000,a97aba0e-9624-4e6c-8296-4e5fa103ddf0,,Кодинск,Красноярский край
341,Красноярск,56.0093879,92.8524806,Красноярский,RU-KYA,Сибирский,2,04401000000,04701000001,2400000100000,9b968c73-f4d4-4012-8da8-3dacd4d4c1bd,,Красноярск,Красноярский край
342,Лесосибирск,58.221681,92.5037872,Красноярский,RU-KYA,Сибирский,0,04422000000,04722000001,2400000800000,2ddd48d6-e95b-4972-a34e-8586ed507763,,Лесосибирск,Красноярский край
343,Минусинск,53.7104586,91.6872907,Красноярский,RU-KYA,Сибирский,0,04423000000,04723000001,2400001700000,5cfaf0c0-8f59-4321-9a5b-4b1c51b3779f,,Минусинск,Красноярский край
344,Назарово,56.0113799,90.4168775,Красноярский,RU-KYA,Сибирский,0,04426000000,04726000001,2400001800000,ab0a1754-5ba1-48bb-8960-475c7fbc9feb,,Назарово,Красноярский край
345,Норильск,69.3489978,88.2009846,Красноярский,RU-KYA,Сибирский,0,04429000000,04729000001,2400000900000,d301a980-4a45-4066-9a20-4e783856a562,,Норильск,Красноярский край
346,Сосновоборск,56.1202647,93.3354121,Красноярский,RU-KYA,Сибирский,0,04433000000,04733000001,2400001000000,a139c8ba-831e-4ee5-87a9-1eead6984288,,Сосновоборск,Красноярский край
347,Ужур,55.3141969,89.8333918,Красноярский,RU-KYA,Сибирский,1,04256501000,04656101001,2404000100000,2730ee56-f5f7-472d-9e58-04c0b692bb8d,,Ужур,Красноярский край
348,Уяр,55.8131263,94.3282601,Красноярский,RU-KYA,Сибирский,1,04257501000,04657101001,2404100100000,aab80404-c16d-43b2-92d4-eb06639f37c2,,Уяр,Красноярский край
349,Шарыпово,55.5389739,89.1801044,Красноярский,RU-KYA,Сибирский,0,04440000000,04740000001,2400001900000,e21e9175-86f9-4e24-b129-abdee0f956dc,,Шарыпово,Красноярский край
350,Далматово,56.262114,62.9387011,Курганская,RU-KGN,Уральский,1,37208501000,37608101001,4500500100000,7a5390a0-3cde-4616-92f4-8f59b9a4ad5c,,Далматово,Курганская область
351,Катайск,56.290809,62.5800359,Курганская,RU-KGN,Уральский,1,37212501000,37612101001,4500800100000,a0d524d7-5863-4a73-be5b-c165ad2f5e74,,Катайск,Курганская область
352,Курган,55.4443883,65.3161963,Курганская,RU-KGN,Уральский,2,37401000000,37701000001,4500000100000,3bbda77d-ba3f-4457-9d44-c440815cda89,,Курган,Курганская область
353,Куртамыш,54.9368539,64.4203722,Курганская,RU-KGN,Уральский,1,37216501000,37616101001,4501000100000,167681ea-0c54-48e2-8c4b-c03f71c9c248,,Куртамыш,Курганская область
354,Макушино,55.2153947,67.2451705,Курганская,RU-KGN,Уральский,1,37220501000,37520000001,4501200100000,fe024a51-2da6-4ce6-b727-493a829741ad,,Макушино,Курганская область
355,Петухово,55.0650077,67.8873408,Курганская,RU-KGN,Уральский,1,37226501000,37626101001,4501500100000,a476869f-895d-4764-8c88-c406a092f124,,Петухово,Курганская область
356,Шадринск,56.0870344,63.6297182,Курганская,RU-KGN,Уральский,0,37405000000,37705000001,4500000200000,7870abeb-8b0f-4899-920b-3ab8ff6024c0,,Шадринск,Курганская область
357,Шумиха,55.2280246,63.2901272,Курганская,RU-KGN,Уральский,1,37242501000,37542000001,4502300100000,79685d02-4ac3-42a0-905d-f123918ca296,,Шумиха,Курганская область
358,Щучье,55.2087637,62.7478548,Курганская,RU-KGN,Уральский,1,37244501000,37644101001,4502400100000,a7b4ee16-32cf-4f35-b1c7-f7ab4e458823,,Щучье,Курганская область
359,Дмитриев,52.1268464,35.0739038,Курская,RU-KRS,Центральный,0,38208501000,38608101001,4600600100000,d3ce7d17-c746-4ea3-a564-34903b79a3fd,,Дмитриев-Льговский,Курская область
360,Железногорск,52.3380202,35.3516867,Курская,RU-KRS,Центральный,1,38405000000,38705000001,4600000300000,b73b7c50-112e-4b04-82df-1e0cea13de4b,,Железногорск,Курская область
361,Курск,51.7303637,36.1925603,Курская,RU-KRS,Центральный,2,38401000000,38701000001,4600000100000,d790c72e-479b-4da2-90d7-842b1712a71c,,Курск,Курская область
362,Курчатов,51.6604083,35.6572224,Курская,RU-KRS,Центральный,1,38408000000,38708000001,4600000200000,a6d4bd96-8c96-4c15-86df-73087f55534d,,Курчатов,Курская область
363,Льгов,51.6597148,35.2612491,Курская,RU-KRS,Центральный,1,38410000000,38710000001,4600000400000,6fe805e1-1dde-42cd-821e-173ffe50885d,,Льгов,Курская область
364,Обоянь,51.2119324,36.2755133,Курская,RU-KRS,Центральный,1,38226501000,38626101001,4601600100000,60d797fd-62b0-4705-9f5b-aa0a67c5c749,,Обоянь,Курская область
365,Рыльск,51.5681314,34.6802597,Курская,RU-KRS,Центральный,1,38234501000,38634101001,4602000100000,fa2b3c62-6e92-4155-a981-d19ea4999342,,Рыльск,Курская область
366,Суджа,51.1918927,35.2720915,Курская,RU-KRS,Центральный,1,38240501000,38640101001,4602300100000,abd43820-a1d4-4e16-adb4-8532959b6e98,,Суджа,Курская область
367,Фатеж,52.0917728,35.8538706,Курская,RU-KRS,Центральный,1,38244501000,38644101,4602500100000,f5c96821-4438-461c-b5da-2c812cd0bc0a,,Фатеж,Курская область
368,Щигры,51.8786014,36.8910945,Курская,RU-KRS,Центральный,1,38415000000,38715000001,4600000500000,9382c84c-3d08-4136-a674-9402da0b9e40,,Щигры,Курская область
369,Бокситогорск,59.4734797,33.845688,Ленинградская,RU-LEN,Северо-Западный,1,41203501000,41603101001,4700200100000,1a12dc30-ca4c-480f-89dd-31452648b493,,Бокситогорск,Ленинградская область
370,Волосово,59.4445408,29.4923355,Ленинградская,RU-LEN,Северо-Западный,1,41206501000,41606101001,4700300100000,eb8a9d09-6728-43fe-b3d1-21a2c804b40c,,Волосово,Ленинградская область
371,Волхов,59.9005958,32.3520756,Ленинградская,RU-LEN,Северо-Западный,1,41209501000,41609101001,4700400100000,d77089df-c8ed-464d-a26b-69ce42383a0f,,Волхов,Ленинградская область
372,Всеволожск,60.0191278,30.6456718,Ленинградская,RU-LEN,Северо-Западный,1,41212501000,41612101001,4700500100000,c70a5280-c482-4f6e-801a-cdd6851eab50,,Всеволожск,Ленинградская область
373,Выборг,60.7130801,28.7328336,Ленинградская,RU-LEN,Северо-Западный,1,41215501000,41615101001,4700600100000,a4a3e3af-ce5a-4eba-9aae-36c350fa7fec,,Выборг,Ленинградская область
374,Высоцк,60.6296236,28.5709314,Ленинградская,RU-LEN,Северо-Западный,0,41215504000,41615104001,4700600200000,f0a4b813-7189-4bd4-8a3a-aaa7fbed4711,,Высоцк,Ленинградская область
375,Гатчина,59.565237,30.1282473,Ленинградская,RU-LEN,Северо-Западный,1,41218501000,41618101001,4700700100000,d193a2f8-4ea1-406a-ba9a-698ae19caeb7,,Гатчина,Ленинградская область
376,Ивангород,59.3766119,28.2231659,Ленинградская,RU-LEN,Северо-Западный,0,41221505000,41621102001,4700801100000,752d9929-945c-4464-ae38-20a626108da9,,Ивангород,Ленинградская область
377,Каменногорск,60.950855,29.1308372,Ленинградская,RU-LEN,Северо-Западный,0,41215506000,41615106,4700600300000,58399f33-3e18-4921-950a-ac0fa5f9e97c,,Каменногорск,Ленинградская область
378,Кингисепп,59.3740435,28.6112444,Ленинградская,RU-LEN,Северо-Западный,1,41221501000,41621101001,4700800100000,ef14bc6b-dd76-4264-bb40-c0fd8a60985b,,Кингисепп,Ленинградская область
379,Кириши,59.4742862,32.0624947,Ленинградская,RU-LEN,Северо-Западный,1,41224501000,41624101001,4700900100000,52da70f1-08b0-4b4c-9d22-d67a62bc2aa5,,Кириши,Ленинградская область
380,Кировск,59.8754216,30.981364,Ленинградская,RU-LEN,Северо-Западный,1,41225501000,41625101001,4701000100000,a1535e5e-c151-431a-a4c4-954d4545e37a,,Кировск,Ленинградская область
381,Коммунар,59.6215133,30.3934125,Ленинградская,RU-LEN,Северо-Западный,0,41218505000,41618105001,4700700200000,459dca99-04ff-44fb-af9f-7e2100ec28ac,,Коммунар,Ленинградская область
382,Кудрово,59.9075226,30.5121008,Ленинградская,RU-LEN,Северо-Западный,0,41212503000,41612155005,4700511600000,98cd19c4-e172-4fa3-a81d-7caedeec669b,,Кудрово,Ленинградская область
383,Лодейное Поле,60.7320936,33.5521022,Ленинградская,RU-LEN,Северо-Западный,1,41227501000,41627101001,4701100100000,5f52edf9-92aa-4e69-9314-e629c45ec1d5,,Лодейное Поле,Ленинградская область
384,Луга,58.7374031,29.8465776,Ленинградская,RU-LEN,Северо-Западный,1,41233501000,41633101001,4701300100000,d9135f5d-627e-441d-b208-9087ee0367dd,,Луга,Ленинградская область
385,Любань,59.3493847,31.2484801,Ленинградская,RU-LEN,Северо-Западный,0,41248505000,41648105001,4701800400000,cda96dc0-75b2-411b-b995-16cc63fcfa05,,Любань,Ленинградская область
386,Мурино,60.044862,30.4571456,Ленинградская,RU-LEN,Северо-Западный,0,41212504000,41612103001,4700511700000,d73506c5-015c-4c39-929a-696ea8144e16,,Мурино,Ленинградская область
387,Никольское,59.7043309,30.7874571,Ленинградская,RU-LEN,Северо-Западный,0,41248508000,41648108001,4701800300000,43cb88de-fa89-4027-b3ef-84deb2d32ce5,,Никольское,Ленинградская область
388,Новая Ладога,60.1100135,32.3141203,Ленинградская,RU-LEN,Северо-Западный,0,41209504000,41609104001,4700400200000,2145f2cb-3ec2-4c1d-bd52-f84b2858c6a9,,Новая Ладога,Ленинградская область
389,Отрадное,59.7726848,30.7988557,Ленинградская,RU-LEN,Северо-Западный,0,41225504000,41625104001,4701000200000,c4602384-ff62-4e0f-bf4b-06a5c653702b,,Отрадное,Ленинградская область
390,Пикалево,59.5132022,34.1772776,Ленинградская,RU-LEN,Северо-Западный,0,41203505000,41603102001,4700200200000,0a243487-acce-4775-979a-5a08e8c62da6,,Пикалево,Ленинградская область
391,Подпорожье,60.9127549,34.1567664,Ленинградская,RU-LEN,Северо-Западный,1,41236501000,41636101001,4701400100000,6d13b512-6d25-413a-ab29-3d9ade960f3a,,Подпорожье,Ленинградская область
392,Приморск,60.3660209,28.6135772,Ленинградская,RU-LEN,Северо-Западный,0,41215508000,41615108001,4700600400000,878aa7cc-76f0-42c8-90f5-3489f43c169c,,Приморск,Ленинградская область
393,Приозерск,61.0330896,30.1587851,Ленинградская,RU-LEN,Северо-Западный,1,41239501000,41639101001,4701500100000,59a9c284-72fb-49e6-8380-10ca044d0bd7,,Приозерск,Ленинградская область
394,Светогорск,61.1111282,28.8725865,Ленинградская,RU-LEN,Северо-Западный,0,41215514000,41615114001,4700600500000,d4789972-b71d-4e70-9af8-f4acfcf80c71,,Светогорск,Ленинградская область
395,Сертолово,60.1446932,30.2095918,Ленинградская,RU-LEN,Северо-Западный,0,41212505000,41612102001,4700500200000,79b806cd-e36c-48fc-b82c-8cbb5cfd9450,,Сертолово,Ленинградская область
396,Сланцы,59.1178185,28.0881475,Ленинградская,RU-LEN,Северо-Западный,1,41242501000,41642101001,4701600100000,a7a1a8e5-45b2-4542-b718-0976702ccd90,,Сланцы,Ленинградская область
397,Сосновый Бор,59.8772884,29.1291619,Ленинградская,RU-LEN,Северо-Западный,0,41454000000,41754000001,4700000400000,f4a4b31f-9f0a-4fdb-804c-d67661085eb4,,Сосновый Бор,Ленинградская область
398,Сясьстрой,60.1401739,32.5601559,Ленинградская,RU-LEN,Северо-Западный,0,41209508000,41609108001,4700400300000,f59186fa-b4db-4b2d-88b9-e3fde4a90690,,Сясьстрой,Ленинградская область
399,Тихвин,59.6272904,33.5072731,Ленинградская,RU-LEN,Северо-Западный,1,41245501000,41645101001,4701700100000,86ec26f6-d980-4c40-b4ce-77e1638ec8ad,,Тихвин,Ленинградская область
400,Тосно,59.5407098,30.877812,Ленинградская,RU-LEN,Северо-Западный,1,41248501000,41648101001,4701800100000,165119d1-6555-4473-8b90-46ec517b4076,,Тосно,Ленинградская область
401,Шлиссельбург,59.9443714,31.0333365,Ленинградская,RU-LEN,Северо-Западный,0,41225503000,41625102001,4701000300000,5a543514-a133-431c-919e-8a61c2261783,,Шлиссельбург,Ленинградская область
402,Грязи,52.4874097,39.9331142,Липецкая,RU-LIP,Центральный,1,42206501000,42606101001,4800300100000,f073b28a-b8f8-4eee-adfd-cfbf769c6771,,Грязи,Липецкая область
403,Данков,53.2577411,39.1456184,Липецкая,RU-LIP,Центральный,1,42209501000,42609101001,4800400100000,ad0cefe8-456d-4cac-bee3-c3e910187f4a,,Данков,Липецкая область
404,Елец,52.6152411,38.5289342,Липецкая,RU-LIP,Центральный,0,42415000000,42715000001,4800000200000,8261b161-ceac-4fa2-9fe8-593cb2a28210,,Елец,Липецкая область
405,Задонск,52.4004179,38.9205032,Липецкая,RU-LIP,Центральный,1,42224501000,42624101001,4800900100000,4c035f08-697c-4ad0-9c8e-7b7a8a385974,,Задонск,Липецкая область
406,Лебедянь,53.0156117,39.143536,Липецкая,RU-LIP,Центральный,1,42233501000,42633101001,4801200100000,d8a96228-5392-4c32-98cb-6a7ac20db942,,Лебедянь,Липецкая область
407,Липецк,52.610249,39.5947883,Липецкая,RU-LIP,Центральный,2,42401000000,42701000001,4800000100000,eacb5f15-1a2e-432e-904a-ca56bd635f1b,,Липецк,Липецкая область
408,Усмань,52.0442648,39.726401,Липецкая,RU-LIP,Центральный,1,42248501000,42648101001,4801600100000,1b3ce1ae-6edd-464b-ab82-79237510cd5c,,Усмань,Липецкая область
409,Чаплыгин,53.24048,39.9670973,Липецкая,RU-LIP,Центральный,1,42256501000,42656101001,4801800100000,4aed94c2-977d-41cc-bc72-312026ec4117,,Чаплыгин,Липецкая область
410,Магадан,59.5681332,150.8084956,Магаданская,RU-MAG,Дальневосточный,2,44401000000,44701000001,4900000100000,cb8ae35a-93df-4133-b377-50f3698c8b5e,,Магадан,Магаданская область
411,Сусуман,62.7805882,148.1540281,Магаданская,RU-MAG,Дальневосточный,1,44213501000,44713000001,4900600100000,b617d714-cbce-4abe-bf0d-668be5e3d670,,Сусуман,Магаданская область
412,,55.7540471,37.620405,Москва,RU-MOW,Центральный,0,45000000000,45000000,7700000000000,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,Москва,Москва
413,Апрелевка,55.5276918,37.065143,Московская,RU-MOS,Центральный,0,46450506000,46750000006,5004800300000,17b4ba8a-4300-44e4-bbf7-5f0a8118ddf5,,Апрелевка,Московская область
414,Балашиха,55.796389,37.938283,Московская,RU-MOS,Центральный,0,46404000000,46704000001,5000003600000,27c5bc66-61bf-4a17-b0cd-ca0eb64192d6,,Балашиха,Московская область
415,Белоозёрский,55.4595766,38.4389742,Московская,RU-MOS,Центральный,0,46410506000,46710000006,5004400200000,76a108ed-a04d-41d0-a556-39865e793886,,Белоозерский,Московская область
416,Бронницы,55.4255379,38.264145,Московская,RU-MOS,Центральный,0,46405000000,46705000001,5000000200000,582fae29-5955-4dba-9f77-ebf9a8e60827,,Бронницы,Московская область
417,Верея,55.343369,36.185694,Московская,RU-MOS,Центральный,0,46450511000,46750000011,5004800200000,abda86de-97b7-4098-9d09-e1835c6e8797,,Верея,Московская область
418,Видное,55.551725,37.7061984,Московская,RU-MOS,Центральный,1,46407000000,46707000001,5000002500000,9a72b510-9413-41d8-b076-576fbfd78404,,Видное,Московская область
419,Волоколамск,56.0356499,35.9585112,Московская,RU-MOS,Центральный,1,46408000000,46708000001,5000006600000,ca8fb626-709c-4851-a8d6-cbfd592c3bf8,,Волоколамск,Московская область
420,,55.3071519,38.7027953,Московская,RU-MOS,Центральный,0,46410000000,46710000001,5004400000000,555e9f1b-627a-4444-b19e-27fb9d67a093,,Воскресенск,Московская область
421,Высоковск,56.3359513,36.5251837,Московская,RU-MOS,Центральный,0,46437506000,46737000006,5004700200000,a8ad4e79-a4c9-4f2e-ade5-a7fa3ab0da03,,Высоковск,Московская область
422,Голицыно,55.6190582,36.9856793,Московская,RU-MOS,Центральный,0,46455506000,46755000006,5004200200000,963efb34-c804-43b4-9298-8e145d188ed0,,Голицыно,Московская область
