,place_id,lat,lon,query_city,query_region
407,258875224.0,52.6041877,39.5936899,Липецк,Липецкая область
408,259068942.0,52.0506929,39.7399996,Усмань,Липецкая область
409,160650732.0,53.243015,39.966801,Чаплыгин,Липецкая область
410,259453122.0,59.5604768,150.7988617,Магадан,Магаданская область
411,,,,Сусуман,Магаданская область
412,258808740.0,55.7504461,37.6174943,Москва,Москва
413,259033483.0,55.5454564,37.0729156,Апрелевка,Московская область
414,2982279.0,55.8036225,37.9646488,Балашиха,Московская область
415,109553207.0,55.4595029,38.4389885,Белоозёрский,Московская область
416,132549373.0,55.4219938,38.2590612,Бронницы,Московская область
417,96434385.0,55.343238,36.185145,Верея,Московская область
418,258805580.0,55.5571496,37.7087142,Видное,Московская область
419,101138598.0,56.0360129,35.9583358,Волоколамск,Московская область
420,256693397.0,55.322518,38.6816824,Воскресенск,Московская область
421,258896420.0,56.3205097,36.5521708,Высоковск,Московская область
422,258714084.0,55.6149602,36.9887625,Голицыно,Московская область
423,258941535.0,55.8597808,37.1206449,Дедовск,Московская область
424,258753206.0,55.6309186,37.8496653,Дзержинский,Московская область
425,105492392.0,56.3450695,37.5200723,Дмитров,Московская область
